loss,step
tensor(0.0544, grad_fn=<MseLossBackward0>),9670
tensor(0.0035, grad_fn=<MseLossBackward0>),9680
tensor(0.0179, grad_fn=<MseLossBackward0>),9690
tensor(0.0088, grad_fn=<MseLossBackward0>),9700
tensor(0.0216, grad_fn=<MseLossBackward0>),9710
tensor(0.0056, grad_fn=<MseLossBackward0>),9720
tensor(0.0011, grad_fn=<MseLossBackward0>),9730
tensor(0.0099, grad_fn=<MseLossBackward0>),9740
tensor(0.0060, grad_fn=<MseLossBackward0>),9750
tensor(0.0104, grad_fn=<MseLossBackward0>),9760
tensor(0.0035, grad_fn=<MseLossBackward0>),9770
tensor(0.0022, grad_fn=<MseLossBackward0>),9780
tensor(0.0026, grad_fn=<MseLossBackward0>),9790
tensor(0.0106, grad_fn=<MseLossBackward0>),9800
tensor(0.0004, grad_fn=<MseLossBackward0>),9810
tensor(0.0208, grad_fn=<MseLossBackward0>),9820
tensor(0.0009, grad_fn=<MseLossBackward0>),9830
tensor(0.0003, grad_fn=<MseLossBackward0>),9840
tensor(0.0004, grad_fn=<MseLossBackward0>),9850
tensor(0.0353, grad_fn=<MseLossBackward0>),9860
tensor(0.0273, grad_fn=<MseLossBackward0>),9870
tensor(0.0622, grad_fn=<MseLossBackward0>),9880
tensor(0.0006, grad_fn=<MseLossBackward0>),9890
tensor(0.0038, grad_fn=<MseLossBackward0>),9900
tensor(0.0148, grad_fn=<MseLossBackward0>),9910
tensor(0.0005, grad_fn=<MseLossBackward0>),9920
tensor(0.0038, grad_fn=<MseLossBackward0>),9930
tensor(0.0049, grad_fn=<MseLossBackward0>),9940
tensor(0.0049, grad_fn=<MseLossBackward0>),9950
tensor(0.0003, grad_fn=<MseLossBackward0>),9960
tensor(0.0019, grad_fn=<MseLossBackward0>),9970
tensor(0.0398, grad_fn=<MseLossBackward0>),9980
tensor(0.0009, grad_fn=<MseLossBackward0>),9990
